scenario_id,sweep,model,flight_id,aircraft_id,time_s,x,y,z,phase,cruise_altitude,start_time,cruise_arrival_time,descent_start_time,end_time,origin_id,destination_id,speed_kmh,safety_distance_m,takeoff_pad_delay_s,landing_pad_delay_s,pad_delay_s
S4,continuous,B,0,155,0.0,951.347,1831.5,45.369,climb,350.0,0.0,105.643,105.643,139.361,6,8,240.0,152.4,0.0,0.0,0.0
S4,continuous,B,0,155,8.704,951.347,1831.5,88.888,climb,350.0,0.0,105.643,105.643,139.361,6,8,240.0,152.4,0.0,0.0,0.0
S4,continuous,B,0,155,17.407,951.347,1831.5,132.407,climb,350.0,0.0,105.643,105.643,139.361,6,8,240.0,152.4,0.0,0.0,0.0
S4,continuous,B,0,155,26.111,951.347,1831.5,175.925,climb,350.0,0.0,105.643,105.643,139.361,6,8,240.0,152.4,0.0,0.0,0.0
S4,continuous,B,0,155,34.815,951.347,1831.5,219.444,climb,350.0,0.0,105.643,105.643,139.361,6,8,240.0,152.4,0.0,0.0,0.0
S4,continuous,B,0,155,43.519,951.347,1831.5,262.963,climb,350.0,0.0,105.643,105.643,139.361,6,8,240.0,152.4,0.0,0.0,0.0
S4,continuous,B,0,155,52.222,951.347,1831.5,306.481,climb,350.0,0.0,105.643,105.643,139.361,6,8,240.0,152.4,0.0,0.0,0.0
S4,continuous,B,0,155,60.926,951.347,1831.5,350.0,climb,350.0,0.0,105.643,105.643,139.361,6,8,240.0,152.4,0.0,0.0,0.0
S4,continuous,B,0,155,60.926,951.347,1831.5,350.0,cruise,350.0,0.0,105.643,105.643,139.361,6,8,240.0,152.4,0.0,0.0,0.0
S4,continuous,B,0,155,69.869,828.801,2414.988,350.0,cruise,350.0,0.0,105.643,105.643,139.361,6,8,240.0,152.4,0.0,0.0,0.0
S4,continuous,B,0,155,78.813,706.254,2998.477,350.0,cruise,350.0,0.0,105.643,105.643,139.361,6,8,240.0,152.4,0.0,0.0,0.0
S4,continuous,B,0,155,87.756,583.708,3581.966,350.0,cruise,350.0,0.0,105.643,105.643,139.361,6,8,240.0,152.4,0.0,0.0,0.0
S4,continuous,B,0,155,96.699,461.161,4165.455,350.0,cruise,350.0,0.0,105.643,105.643,139.361,6,8,240.0,152.4,0.0,0.0,0.0
S4,continuous,B,0,155,105.643,338.615,4748.943,350.0,cruise,350.0,0.0,105.643,105.643,139.361,6,8,240.0,152.4,0.0,0.0,0.0
S4,continuous,B,0,155,105.643,338.615,4748.943,350.0,descend,350.0,0.0,105.643,105.643,139.361,6,8,240.0,152.4,0.0,0.0,0.0
